,Start Index,End Index
86,2022-09-16 17:50:00,2022-09-17 11:00:00
87,2022-09-23 11:30:00,2022-09-24 04:40:00
88,2022-10-01 16:10:00,2022-10-02 09:20:00
89,2022-10-02 17:10:00,2022-10-03 10:20:00
90,2022-10-03 09:50:00,2022-10-04 03:00:00
91,2022-10-04 03:20:00,2022-10-04 20:30:00
92,2022-10-04 21:50:00,2022-10-05 15:00:00
93,2022-10-09 10:20:00,2022-10-10 03:30:00
94,2022-10-10 05:30:00,2022-10-10 22:40:00
95,2022-11-12 14:50:00,2022-11-13 08:00:00
96,2022-11-15 13:00:00,2022-11-16 06:10:00
97,2022-11-25 23:30:00,2022-11-26 16:40:00
98,2022-11-28 17:00:00,2022-11-29 10:10:00
99,2022-12-03 11:30:00,2022-12-04 04:40:00
100,2022-12-06 09:30:00,2022-12-07 02:40:00
101,2022-12-07 03:30:00,2022-12-07 20:40:00
102,2022-12-12 17:20:00,2022-12-13 10:30:00
103,2022-12-13 15:20:00,2022-12-14 08:30:00
104,2022-12-15 13:20:00,2022-12-16 06:30:00
105,2022-12-16 14:00:00,2022-12-17 07:10:00
106,2022-12-20 14:40:00,2022-12-21 07:50:00
107,2022-12-21 08:00:00,2022-12-22 01:10:00
108,2022-12-27 13:40:00,2022-12-28 06:50:00
109,2022-12-30 10:50:00,2022-12-31 04:00:00
