,Start Index,End Index
80,2021-08-25 00:00:00,2021-08-25 17:00:00
81,2021-08-27 07:20:00,2021-08-28 00:20:00
82,2021-08-29 01:40:00,2021-08-29 18:40:00
83,2021-08-31 11:20:00,2021-09-01 04:20:00
84,2021-09-01 05:00:00,2021-09-01 22:00:00
85,2021-09-06 18:40:00,2021-09-07 11:40:00
86,2021-09-07 11:10:00,2021-09-08 04:10:00
87,2021-09-08 07:40:00,2021-09-09 00:40:00
88,2021-09-21 00:50:00,2021-09-21 17:50:00
89,2021-09-21 23:20:00,2021-09-22 16:20:00
90,2021-09-28 18:40:00,2021-09-29 11:40:00
91,2021-09-29 12:40:00,2021-09-30 05:40:00
92,2021-09-30 05:50:00,2021-09-30 22:50:00
93,2021-10-01 22:00:00,2021-10-02 15:00:00
94,2021-10-06 05:20:00,2021-10-06 22:20:00
95,2021-10-07 04:30:00,2021-10-07 21:30:00
96,2021-10-08 10:00:00,2021-10-09 03:00:00
97,2021-10-10 14:20:00,2021-10-11 07:20:00
98,2021-10-15 11:00:00,2021-10-16 04:00:00
99,2021-10-18 23:50:00,2021-10-19 16:50:00
100,2021-10-31 20:00:00,2021-11-01 13:00:00
101,2021-11-08 05:40:00,2021-11-08 22:40:00
102,2021-11-08 23:20:00,2021-11-09 16:20:00
103,2021-11-09 15:50:00,2021-11-10 08:50:00
104,2021-11-10 08:50:00,2021-11-11 01:50:00
105,2021-11-21 22:20:00,2021-11-22 15:20:00
106,2021-11-30 04:20:00,2021-11-30 21:20:00
107,2021-12-02 20:00:00,2021-12-03 13:00:00
108,2021-12-11 12:00:00,2021-12-12 05:00:00
109,2021-12-14 19:50:00,2021-12-15 12:50:00
110,2021-12-17 11:10:00,2021-12-18 04:10:00
111,2021-12-18 15:30:00,2021-12-19 08:30:00
112,2021-12-19 10:20:00,2021-12-20 03:20:00
113,2021-12-21 13:00:00,2021-12-22 06:00:00
114,2021-12-29 13:50:00,2021-12-30 06:50:00
